StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q6,Q15,Q5,Q8,Q9,Q9_4_TEXT,Q10,Q11_1,Part1,Part2,Part3,Part4,PID
2026-06-23 21:30:13,2026-06-23 21:32:27,Adresse IP,172.56.186.0,100,134,Vrai,2026-06-23 21:32:28,R_3nKWw8VC6k89fS9,,,,,34.2271,-118.4501,anonymous,EN,CJ 6/23/26,No,Yes,45,Female,,A few times per year,6,48,41,46,41,
2026-06-23 21:36:27,2026-06-23 21:37:43,Adresse IP,216.122.100.42,100,75,Vrai,2026-06-23 21:37:43,R_5LbuD3b063Dmiqt,,,,,45.3044,-97.0365,anonymous,EN,LD 06/23/2026,Yes,Yes,,,,,,98,81,54,38,
2026-06-23 21:33:56,2026-06-23 21:38:37,Adresse IP,172.125.253.60,100,280,Vrai,2026-06-23 21:38:37,R_1IQClSbtWIZ2O1D,,,,,34.0014,-84.0144,anonymous,EN,DC 06/23/2026,No,Yes,22,Male,,A few times per year,7,85,97,69,42,
2026-06-23 21:21:25,2026-06-23 21:39:12,Adresse IP,72.50.5.237,100,1066,Vrai,2026-06-23 21:39:12,R_1panG2dHbqliIP6,,,,,18.4723,-66.1052,anonymous,EN,cnr 6/23/2026,No,Yes,76,Female,,Never,6,55,15,83,83,
2026-06-23 21:34:44,2026-06-23 21:40:38,Adresse IP,69.200.12.147,100,354,Vrai,2026-06-23 21:40:39,R_1NFewKrkAAPGg5Y,,,,,43.1516,-77.6236,anonymous,EN,DL  6/23/26,No,Yes,60,Female,,Monthly,8,23,92,77,33,
2026-06-23 21:40:21,2026-06-23 21:45:41,Adresse IP,148.222.199.233,100,320,Vrai,2026-06-23 21:45:41,R_3P7sRRUXxkaOkDh,,,,,4.6115,-74.0833,anonymous,EN,HM,No,Yes,22,Female,,Never,6,70,39,47,86,
2026-06-23 21:44:55,2026-06-23 21:46:09,Adresse IP,108.28.166.84,100,73,Vrai,2026-06-23 21:46:09,R_7dFUnNfd6aHLY5l,,,,,38.881,-77.1362,anonymous,EN,Ad 06/23/26,Yes,Yes,,,,,,92,54,20,35,
2026-06-23 21:46:22,2026-06-23 21:47:57,Adresse IP,108.28.166.84,100,95,Vrai,2026-06-23 21:47:57,R_6hSdHE73UhJwMHT,,,,,38.881,-77.1362,anonymous,EN,Ah06/23/26,No,Yes,49,Female,,Less than once per year,8,95,50,37,62,
2026-06-23 21:44:00,2026-06-23 21:48:12,Adresse IP,209.113.150.140,100,251,Vrai,2026-06-23 21:48:12,R_7FRR8pvhjnGgyFJ,,,,,40.7398,-88.5146,anonymous,EN,JMM 6/23/2026,No,Yes,26,Female,,A few times per year,5,44,81,21,86,
2026-06-23 21:46:24,2026-06-23 21:49:01,Adresse IP,136.47.166.201,100,156,Vrai,2026-06-23 21:49:01,R_1uBYrjsS6hj2Pu1,,,,,35.9806,-78.8426,anonymous,EN,MJG,No,Yes,42,Female,,Weekly,5,11,25,31,39,
2026-06-23 21:46:59,2026-06-23 21:49:14,Adresse IP,208.188.180.167,100,134,Vrai,2026-06-23 21:49:14,R_11bJCjRYfUPCGGY,,,,,35.1655,-101.8857,anonymous,EN,JB 06/23/2026,No,Yes,18,Male,,Never,6,62,57,49,88,
2026-06-23 21:50:02,2026-06-23 21:51:31,Adresse IP,72.190.96.50,100,89,Vrai,2026-06-23 21:51:32,R_7gN5zudcasUoAis,,,,,26.1617,-97.9956,anonymous,EN,JAF,Yes,Yes,,,,,,24,96,17,76,
2026-06-23 21:51:40,2026-06-23 21:53:48,Adresse IP,72.190.96.50,100,128,Vrai,2026-06-23 21:53:49,R_30wbTojLzaqxd3F,,,,,26.1617,-97.9956,anonymous,EN,JAF,No,Yes,57,Male,,Monthly,7,57,39,57,14,
2026-06-23 21:21:54,2026-06-23 21:59:09,Adresse IP,208.64.173.108,100,2234,Vrai,2026-06-23 21:59:09,R_58ZMs869QKxAUth,,,,,39.5992,-86.13,anonymous,EN,KS 23/06/2026,No,Yes,21,Female,,Monthly,4,53,36,83,58,
2026-06-23 21:59:08,2026-06-23 22:00:44,Adresse IP,174.242.65.155,100,95,Vrai,2026-06-23 22:00:45,R_5wsrBC7uu19OEzc,,,,,42.3498,-71.0765,anonymous,EN,BS,No,Yes,42,Male,,Monthly,4,82,92,83,87,
2026-06-23 21:54:26,2026-06-23 22:01:59,Adresse IP,73.188.229.46,100,453,Vrai,2026-06-23 22:02:00,R_6KORjNQfgygPvZ7,,,,,40.0111,-75.3029,anonymous,EN,CL 6.23.26,No,Yes,42,Female,,Never,7,77,84,57,10,
2026-06-23 22:08:12,2026-06-23 22:11:51,Adresse IP,204.157.172.239,100,219,Vrai,2026-06-23 22:11:52,R_90O8m34buRY74K7,,,,,40.7126,-74.0066,anonymous,EN,Hlaing Myat June 23 2026,No,Yes,48,Male,,Less than once per year,7,90,25,34,68,
2026-06-23 22:04:38,2026-06-23 22:16:24,Adresse IP,68.189.171.194,100,706,Vrai,2026-06-23 22:16:24,R_7izpO3hqhtlzp2x,,,,,35.4351,-83.3602,anonymous,EN,JLT 07/23/2026,Yes,Yes,,,,,,83,62,39,47,
2026-06-23 22:16:54,2026-06-23 22:20:46,Adresse IP,172.59.220.28,100,231,Vrai,2026-06-23 22:20:46,R_56c1kwcYCftvrBf,,,,,35.0892,-80.8194,anonymous,EN,JDH 6-23-26,No,Yes,53,Male,,Less than once per year,2,20,85,90,91,
2026-06-23 21:39:46,2026-06-23 22:30:47,Adresse IP,73.107.231.93,100,3061,Vrai,2026-06-23 22:30:48,R_6L2nTuZEYMS7ViF,,,,,26.6067,-81.9507,anonymous,EN,IR,No,Yes,43,Female,,Several times per week,8,99,66,85,12,
2026-06-23 22:36:37,2026-06-23 22:38:16,Adresse IP,38.50.202.214,100,99,Vrai,2026-06-23 22:38:17,R_3QyBKXWVOyRu0qy,,,,,35.0763,-101.8349,anonymous,EN,Adr 6/23/2]26,No,Yes,49,Female,,Less than once per year,4,84,61,18,76,
2026-06-23 22:54:50,2026-06-23 22:57:41,Adresse IP,174.243.19.220,100,171,Vrai,2026-06-23 22:57:42,R_1U4zfD8SaMM7gWj,,,,,40.7547,-73.9614,anonymous,EN,NH 6/23/26,No,Yes,53,Male,,Less than once per year,7,87,91,26,28,
2026-06-23 22:59:57,2026-06-23 23:02:03,Adresse IP,50.26.49.182,100,126,Vrai,2026-06-23 23:02:03,R_1mfqq0SFzFt4rfs,,,,,35.1655,-101.8857,anonymous,EN,Na,No,Yes,30,Female,,Never,7,10,52,61,35,
2026-06-23 23:10:03,2026-06-23 23:15:41,Adresse IP,68.209.148.68,100,337,Vrai,2026-06-23 23:15:41,R_3LS8EpT83PCx4KC,,,,,36.3125,-82.377,anonymous,EN,KGC 6/23/2026,No,Yes,52,Female,,Monthly,9,57,86,29,17,
2026-06-23 23:15:16,2026-06-23 23:18:19,Adresse IP,76.113.89.189,100,183,Vrai,2026-06-23 23:18:19,R_1AEk1ZfQdMckD2m,,,,,35.6591,-106.0171,anonymous,EN,NCA 06-23-2026,Yes,Yes,,,,,,47,70,46,62,
2026-06-23 22:02:09,2026-06-23 23:46:34,Adresse IP,107.15.174.92,100,6264,Vrai,2026-06-23 23:46:34,R_1OWd2rGtOksylTr,,,,,35.0597,-79.0058,anonymous,EN,ES 6/23/2026,No,Yes,42,Female,,A few times per year,4,29,54,78,68,
2026-06-23 23:59:11,2026-06-24 00:00:12,Adresse IP,71.187.62.126,100,61,Vrai,2026-06-24 00:00:13,R_1OHMCogZJQaIfMR,,,,,41.0039,-74.0298,anonymous,EN,NH 6/23/26,No,Yes,53,Male,,Less than once per year,7,57,17,96,13,
2026-06-24 00:07:50,2026-06-24 00:10:27,Adresse IP,172.59.228.113,100,157,Vrai,2026-06-24 00:10:28,R_3BkHMJ980sOpCtr,,,,,39.7277,-104.9815,anonymous,EN,ZLB 6/23/2026,No,Yes,41,Male,,A few times per year,5,98,38,44,91,
2026-06-24 00:41:24,2026-06-24 00:48:55,Adresse IP,68.231.144.212,100,451,Vrai,2026-06-24 00:48:56,R_3hxQ1JNTYE5skWF,,,,,33.5594,-112.0902,anonymous,EN,D 6/26/26,No,Yes,44,Female,,Less than once per year,8,76,36,53,21,
2026-06-24 00:44:01,2026-06-24 00:49:17,Adresse IP,69.53.40.191,100,315,Vrai,2026-06-24 00:49:18,R_6WA8QGzWJDbYZLb,,,,,44.4224,-72.0118,anonymous,EN,Jwk 6.23.26,No,Yes,76,Male,,Weekly,8,67,99,90,94,
2026-06-24 00:50:16,2026-06-24 00:56:18,Adresse IP,67.213.250.126,100,361,Vrai,2026-06-24 00:56:18,R_1y9kjblXIuGxWCi,,,,,40.2994,-109.9888,anonymous,EN,B 6/23/26,No,Yes,21,Male,,Never,4,48,73,89,67,
2026-06-24 01:05:18,2026-06-24 01:05:47,Adresse IP,223.185.34.107,100,29,Vrai,2026-06-24 01:05:48,R_4DhBt9d0He0F609,,,,,22.5643,88.3693,anonymous,EN,pk,Yes,Yes,,,,,,19,26,12,47,
2026-06-24 01:36:07,2026-06-24 01:36:48,Adresse IP,108.237.14.115,100,40,Vrai,2026-06-24 01:36:48,R_3XiK34eIey6qXiY,,,,,41.8828,-87.8732,anonymous,EN,AM,No,Yes,21,Male,,Never,7,32,35,41,40,
2026-06-24 01:56:29,2026-06-24 02:00:43,Adresse IP,97.140.82.74,100,253,Vrai,2026-06-24 02:00:44,R_61Ezp9qbudfPypn,,,,,34.5251,-82.6307,anonymous,EN,BW 6/24/2026,No,Yes,40,Female,,A few times per year,6,71,20,52,40,
2026-06-24 02:10:01,2026-06-24 02:10:53,Adresse IP,98.97.26.192,100,52,Vrai,2026-06-24 02:10:54,R_1ISs2a9hQ84kAEK,,,,,37.3388,-121.8916,anonymous,EN,KC 6-23-26,No,Yes,50,Female,,A few times per year,6,83,13,94,35,
2026-06-24 02:20:11,2026-06-24 02:27:33,Adresse IP,184.4.63.251,100,441,Vrai,2026-06-24 02:27:33,R_7DXZT2PRqhy5A0F,,,,,33.1922,-111.5318,anonymous,EN,Sp 6/23/2026,No,Yes,28,Female,,Monthly,7,34,71,38,38,
2026-06-24 02:33:32,2026-06-24 02:46:04,Adresse IP,209.163.112.100,100,751,Vrai,2026-06-24 02:46:04,R_51nQszqS6sIHKoq,,,,,45.8486,-119.2848,anonymous,EN,SE 06/23/2026,No,Yes,38,Male,,Monthly,5,63,88,50,35,
2026-06-24 03:52:44,2026-06-24 03:53:54,Adresse IP,184.60.32.81,100,69,Vrai,2026-06-24 03:53:55,R_1mdTzoBrsEXD7da,,,,,44.0915,-121.4073,anonymous,EN,TD 6/24/26,Yes,Yes,,,,,,37,50,38,87,
2026-06-24 03:54:05,2026-06-24 03:57:21,Adresse IP,184.60.32.81,100,195,Vrai,2026-06-24 03:57:21,R_3P519S398A1IBWK,,,,,44.0915,-121.4073,anonymous,EN,TD 6/24/26,No,Yes,19,Female,,Less than once per year,5,44,53,58,11,
2026-06-24 04:06:52,2026-06-24 04:11:02,Adresse IP,62.23.37.85,100,249,Vrai,2026-06-24 04:11:02,R_1sdeiwwZAjUML6S,,,,,48.8558,2.3494,anonymous,EN,AB 6/24/2026,No,Yes,53,Female,,Less than once per year,7,75,47,70,15,
2026-06-24 04:32:58,2026-06-24 04:34:50,Adresse IP,99.169.251.241,100,112,Vrai,2026-06-24 04:34:51,R_1Hk1eJYROxPxpSD,,,,,39.808,-86.3169,anonymous,EN,Hm 6/24/2026,No,Yes,31,Female,,Never,6,68,11,70,22,
2026-06-24 05:25:15,2026-06-24 05:30:05,Adresse IP,76.34.92.101,100,290,Vrai,2026-06-24 05:30:06,R_5F4gK23mlmQp8oy,,,,,39.9046,-82.9703,anonymous,EN,Fc 06-24-2026,No,Yes,45,Male,,Weekly,6,67,17,58,62,
2026-06-24 06:23:49,2026-06-24 06:25:33,Adresse IP,57.140.32.29,100,104,Vrai,2026-06-24 06:25:34,R_7Eg3Nbr0eWjyzRD,,,,,40.7126,-74.0066,anonymous,EN,WAG 24JUN26,Yes,Yes,,,,,,88,59,48,98,
2026-06-24 06:48:11,2026-06-24 06:50:05,Adresse IP,45.155.42.22,100,114,Vrai,2026-06-24 06:50:06,R_8t4hIEoiwS4a0Sg,,,,,64.1336,-21.8934,anonymous,EN,Ers,Yes,Yes,,,,,,43,60,31,84,
2026-06-24 06:50:19,2026-06-24 06:54:09,Adresse IP,45.155.42.22,100,229,Vrai,2026-06-24 06:54:09,R_21HuJYAntl9ZaPr,,,,,64.1336,-21.8934,anonymous,EN,Rrs,No,Yes,56,Male,,Weekly,7,15,90,16,40,
2026-06-23 21:54:56,2026-06-24 08:54:16,Adresse IP,170.103.66.62,100,39559,Vrai,2026-06-24 08:54:16,R_6qxQG03Wbpy9f3g,,,,,36.5818,-87.4162,anonymous,EN,J. M 6/24/26,No,Yes,45,Female,,Weekly,5,72,72,10,64,
2026-06-24 09:20:25,2026-06-24 09:21:58,Adresse IP,172.56.106.188,100,92,Vrai,2026-06-24 09:21:58,R_1niJoFBfZpjq9xy,,,,,47.54,-122.3032,anonymous,EN,AW 24 June 2026,No,Yes,40,Male,,Less than once per year,4,24,41,95,56,
2026-06-24 09:46:32,2026-06-24 09:47:26,Adresse IP,174.200.4.81,100,53,Vrai,2026-06-24 09:47:26,R_3CBnXezi2ReI09p,,,,,45.0702,-93.4556,anonymous,EN,HG 06/24/2026,Yes,Yes,,,,,,58,10,97,40,
2026-06-24 09:44:05,2026-06-24 09:49:12,Adresse IP,137.52.41.18,100,306,Vrai,2026-06-24 09:49:12,R_7rZ2pvWejrAEjYw,,,,,26.0703,-80.2248,anonymous,EN,CS 6/24/2026,No,Yes,46,Female,,A few times per year,6,23,17,85,10,
2026-06-23 14:17:46,2026-06-24 10:28:19,Adresse IP,107.141.177.189,100,72632,Vrai,2026-06-24 10:28:19,R_6LclGY2XADZHPM2,,,,,30.6096,-90.9081,anonymous,EN,pt    6/23/2026,No,Yes,78,Female,,Less than once per year,8,52,36,72,19,
2026-06-24 11:04:31,2026-06-24 11:05:00,Adresse IP,64.146.139.234,100,28,Vrai,2026-06-24 11:05:00,R_7oBbHLGMOajCqNO,,,,,46.2109,-119.168,anonymous,EN,RP,No,No,,,,,,61,64,96,62,
2026-06-24 11:05:09,2026-06-24 11:07:53,Adresse IP,64.146.139.234,100,164,Vrai,2026-06-24 11:07:54,R_52Ll2nSnDvxZXAN,,,,,46.2109,-119.168,anonymous,EN,RP 06/24/2026,No,Yes,48,Male,,A few times per year,6,80,88,79,27,
2026-06-24 02:33:41,2026-06-24 11:45:06,Adresse IP,98.97.43.205,100,33085,Vrai,2026-06-24 11:45:07,R_3DMATp9hABToF5D,,,,,45.5248,-122.6789,anonymous,EN,Jm,No,Yes,67,Male,,Weekly,6,96,40,13,75,
2026-06-24 12:01:24,2026-06-24 12:44:25,Adresse IP,174.168.1.229,100,2580,Vrai,2026-06-24 12:44:25,R_51XX4qeiPlV6E5X,,,,,42.3026,-71.4306,anonymous,EN,GL 6/24/26,No,Yes,25,Female,,Less than once per year,7,83,60,76,69,
2026-06-24 13:05:30,2026-06-24 13:11:22,Adresse IP,73.223.75.32,100,351,Vrai,2026-06-24 13:11:22,R_57cyVef0g3evD5T,,,,,36.6139,-121.9189,anonymous,EN,"J Jun 24, 2026",No,Yes,76,Male,,Weekly,6,78,69,59,39,
2026-06-24 14:27:33,2026-06-24 14:28:16,Adresse IP,73.18.88.54,100,43,Vrai,2026-06-24 14:28:17,R_7gpfMMJrw4zJnud,,,,,42.6013,-83.178,anonymous,EN,Sw 6/24/2026,Yes,Yes,,,,,,84,75,96,88,
2026-06-24 14:23:30,2026-06-24 15:00:30,Adresse IP,172.56.14.128,100,2219,Vrai,2026-06-24 15:00:31,R_33TrWnba2tEpBUR,,,,,38.6639,-121.3388,anonymous,EN,"TkL  June 24 , 2026",No,Yes,57,Female,,A few times per year,8,22,85,14,42,
2026-06-24 15:01:25,2026-06-24 15:14:40,Adresse IP,172.56.15.190,100,794,Vrai,2026-06-24 15:14:40,R_5wt3QZlCZ7hlpH0,,,,,38.6639,-121.3388,anonymous,EN,TkL June  24 2026,No,Yes,57,Female,,A few times per year,9,17,95,36,79,
2026-06-23 23:14:13,2026-06-24 16:08:26,Adresse IP,166.199.229.55,100,60853,Vrai,2026-06-24 16:08:27,R_1rC7CqzOsgwGBBP,,,,,30.0997,-91.9901,anonymous,EN,SR 06/23/2026,No,Yes,45,Female,,Monthly,7,41,60,11,25,
2026-06-24 16:43:11,2026-06-24 16:47:37,Adresse IP,172.56.244.89,100,265,Vrai,2026-06-24 16:47:37,R_1uaGgVYZI9qZDk5,,,,,32.5799,-117.0694,anonymous,EN,J.S june 24th 2026,No,Yes,24,Male,,A few times per year,8,18,28,36,53,
2026-06-24 21:28:13,2026-06-24 21:30:07,Adresse IP,129.222.167.110,100,114,Vrai,2026-06-24 21:30:08,R_77pScFYfj5cpkF3,,,,,43.6319,-79.3716,anonymous,EN,N/a,No,Yes,37,Female,,A few times per year,6,78,54,49,47,
2026-06-23 22:34:42,2026-06-24 23:49:58,Adresse IP,166.198.51.116,100,90916,Vrai,2026-06-24 23:49:58,R_3ZHtsbvmMhKJcnh,,,,,42.3575,-83.2162,anonymous,EN,LM 06/23?/26,No,Yes,66,Female,,Less than once per year,9,13,88,42,24,
2026-06-24 23:50:10,2026-06-24 23:51:07,Adresse IP,166.198.51.116,100,56,Vrai,2026-06-24 23:51:07,R_5DukotClxpXib8S,,,,,42.3575,-83.2162,anonymous,EN,LM 06-23-26,Yes,Yes,,,,,,50,74,83,72,
2026-06-25 01:06:15,2026-06-25 01:08:00,Adresse IP,68.126.201.40,100,105,Vrai,2026-06-25 01:08:01,R_3fcLicJetl67f6p,,,,,33.4724,-82.0889,anonymous,EN,KM 6.25.2026,No,Yes,42,Female,,Weekly,7,16,75,92,27,
2026-06-23 22:05:30,2026-06-25 02:06:17,Adresse IP,174.84.98.52,100,100847,Vrai,2026-06-25 02:06:17,R_5LjQI83tIOco1aw,,,,,43.0352,-83.5248,anonymous,EN,SMO  06-23-2026,No,Yes,66,Male,,Monthly,5,27,57,63,92,
2026-06-25 02:27:21,2026-06-25 02:29:27,Adresse IP,174.221.127.138,100,126,Vrai,2026-06-25 02:29:28,R_5qeKrYemF5I3geL,,,,,34.0544,-118.244,anonymous,EN,J june242026,No,Yes,76,Male,,Weekly,6,84,47,73,12,
2026-06-25 02:45:07,2026-06-25 02:46:06,Adresse IP,97.149.237.158,100,58,Vrai,2026-06-25 02:46:06,R_1aEwooADFi1WmSN,,,,,39.6128,-86.3742,anonymous,EN,RB 6-25-2026,Yes,Yes,,,,,,27,19,88,61,
2026-06-25 04:58:36,2026-06-25 05:03:40,Adresse IP,24.217.67.81,100,303,Vrai,2026-06-25 05:03:41,R_32jZP7dKhobLZBL,,,,,38.2323,-90.5629,anonymous,EN,AO 6-25-26,No,Yes,37,Female,,A few times per year,8,95,79,31,88,
2026-06-25 09:05:08,2026-06-25 09:14:07,Adresse IP,174.206.225.247,100,539,Vrai,2026-06-25 09:14:08,R_61sM97Tb7srLrwo,,,,,40.6105,-74.2813,anonymous,EN,GB 6/25/2026,No,Yes,36,Female,,Less than once per year,4,23,29,46,44,
2026-06-25 13:57:42,2026-06-25 14:00:42,Adresse IP,73.188.134.114,100,180,Vrai,2026-06-25 14:00:43,R_17uDNsF5isw43xD,,,,,39.8545,-75.3773,anonymous,EN,L 6/25/2027,No,Yes,57,Female,,Monthly,6,74,79,73,20,
2026-06-25 08:39:58,2026-06-25 16:02:59,Adresse IP,73.111.18.22,100,26581,Vrai,2026-06-25 16:03:00,R_1Vps4kCtYVsc6Gv,,,,,41.6538,-86.1631,anonymous,EN,Prk,No,Yes,62,Female,,Less than once per year,8,62,92,26,29,
