StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q5,Q6,Q7,Q8,Q9,Q12_1,Q12_7,Q12_3,Q12_4,Q12_5,Q12_6,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,pid,condition,night_number,rem_minutes,rem_episode_count,arousal_threshold,arousal_reached_count,induction_highest_volume,wake_time,rem_motion_avg,app_version,train_cap_reached_count,total_trains_delivered,first_train_start_time,last_train_start_time,device_time_start,motion_80pct_cutoff_first_4h
2026-06-24 03:01:46,2026-06-24 03:05:48,Adresse IP,99.169.251.241,100,242,Vrai,2026-06-24 03:05:49,R_7dMoVhEu9A18LpA,,,,,39.808,-86.3169,anonymous,EN,"I remember sensations , thoughts, and events in detail",Yes,I felt something in a dream I usually don't experience and that's when I knew,Yes,I noticed sound and it was coming from this house I was walking through but I couldn't find it,"I heard the cue a few times and noticed I was dreaming ","Once I noticed I was dreaming, i started controlling the dream to get answers to questions I have been wanting to ask my Lord Satan",3,1,1,5,3,1,1,1,2,2,1,689112703226,0,1,0,0,,0,,2026-06-24T09:01:44.696Z,,luci2026,0,0,,,2026-06-24T08:36:31.158Z,6.050961713134988
2026-06-24 03:10:32,2026-06-24 03:32:56,Adresse IP,163.252.81.133,100,1344,Vrai,2026-06-24 03:32:56,R_14xh6bPMTarGJJn,,,,,44.3876,-68.2039,anonymous,EN,"I was quite relaxed when i went to sleep. I was tired. I do remember thinking at one point during the night, this is lucidity.",Yes,"While I was dreaming, I felt like I was awake. I felt concious that I was still asleep, but also knew at that time that I had some control of the direction this dream would go. ",No,,"I don't recall how, or what prompted it.  I feel like I was thinking I could/should write it all down so I could remember. But, unfortunately, I don't remember all the details.  Only that I thought, oh here we are, I'm aware that I'm asleep and knew that I was dreaming, but I was not in control enough to actually wake. ",Not at this moment..,4,4,4,3,2,2,3,3,3,1,4,999252563296,1,1,2,1,,0,,2026-06-24T09:10:29.658Z,2.330940397477812,luci2026,0,1,2026-06-24T09:10:18.182Z,2026-06-24T09:10:18.182Z,2026-06-24T02:31:54.148Z,0.31242552918884803
2026-06-24 03:30:50,2026-06-24 03:35:11,Adresse IP,107.15.174.92,100,260,Vrai,2026-06-24 03:35:11,R_6aeOnYvr7a46pi9,,,,,35.0597,-79.0058,anonymous,EN,"Nothing ",No,,No,,,No,0,0,0,0,0,0,0,0,0,0,0,299542783686,1,2,30,3,1,3,1,2026-06-24T09:30:47.360Z,0.26664178046855963,luci2026,1,5,2026-06-24T08:24:54.599Z,2026-06-24T09:26:38.606Z,2026-06-24T04:05:17.588Z,0.2401028900481792
2026-06-24 03:48:06,2026-06-24 03:50:26,Adresse IP,174.168.99.0,100,140,Vrai,2026-06-24 03:50:26,R_5MSsmx03tkTvZR4,,,,,42.5334,-70.9653,anonymous,EN,No dreams,No,,No,,,,3,3,3,3,3,2,2,0,1,1,1,929882413656,3,1,19,2,0.2,2,0.2,2026-06-24T09:48:03.800Z,2.2870607121245983,luci2026,0,3,2026-06-24T08:36:18.239Z,2026-06-24T08:52:30.224Z,2026-06-24T04:10:24.205Z,3.405822367815947
2026-06-24 03:53:59,2026-06-24 03:57:40,Adresse IP,172.125.253.60,100,220,Vrai,2026-06-24 03:57:40,R_3izlEeL3ZD9PIFr,,,,,34.0014,-84.0144,anonymous,EN,I had no dreams last night.,No,,No,,,,0,0,0,0,0,0,4,4,0,0,3,859972693426,6,2,6,7,0.08,1,0.08,2026-06-24T09:53:57.009Z,1.909141737214936,luci2026,0,1,2026-06-24T09:20:21.577Z,2026-06-24T09:20:21.577Z,2026-06-24T04:26:05.451Z,1.7167136348405396
2026-06-24 03:44:15,2026-06-24 03:58:44,Adresse IP,73.249.249.55,100,868,Vrai,2026-06-24 03:58:44,R_3PBgF0FXf5AkNyt,,,,,42.3737,-71.1284,anonymous,EN,"Traveling in Europe. Flirting with a woman. Speaking some broken German. There were mountains and castles. I went around exploring but then the woman was mad at me because I left her to go explore then came back to her. Then I was in a German language class.

Then I was traveling with my friend will. We went to Gaza and bought some delicious food from a local Street vendor. Then we're about to head to Israel. And I remembered that the war was going on. Then I woke. I remember thinking that he probably wanted to go to certain places because he's never been before. And maybe I would want to not go to the same places and wondering if it was a good idea to travel with him",No,,No,,,I didn't sleep that great. I usually wear ear plugs when I sleep. I assume that I can't wear them during this study. I've become so accustomed to wearing ear plugs and an eye mask when I sleep. I did wear the eye mask. I'm not sure if I was supposed to or not,0,0,0,0,0,0,4,4,1,0,3,909232733626,3,2,9,1,0.03,1,0.03,2026-06-24T09:44:14.258Z,0.5486229518087988,luci2026,0,1,2026-06-24T09:06:30.335Z,2026-06-24T09:06:30.335Z,2026-06-24T04:50:15.302Z,0.756121275299613
2026-06-24 03:47:14,2026-06-24 04:00:12,Adresse IP,98.11.236.85,100,777,Vrai,2026-06-24 04:00:12,R_5SKSWOvsI9nuIiB,,,,,42.5959,-73.6849,anonymous,EN,"Being with others and traveling ",Yes,"Sensation of being elsewhere ",No,,Not sure,"Peaceful ",3,4,2,2,1,1,0,1,0,0,0,379172703886,1,1,75,9,0.06,3,0.8,2026-06-24T09:47:11.978Z,0.2979359813648772,luci2026,1,5,2026-06-24T05:32:26.544Z,2026-06-24T07:03:57.545Z,2026-06-24T01:30:25.529Z,0.32495617794575776
2026-06-24 04:00:47,2026-06-24 04:11:40,Adresse IP,107.122.93.144,100,653,Vrai,2026-06-24 04:11:40,R_7L1MWc2i94xLj3P,,,,,41.8483,-87.6517,anonymous,EN,"Different dream sequences  instead of single dream ",No,,No,,,"Woke up thinking I had already gotten up to start coffee ",1,5,1,1,1,1,5,2,2,5,5,989992943266,2,1,0,0,,0,,2026-06-24T10:00:44.393Z,,luci2026,0,0,,,2026-06-24T03:26:55.708Z,0.1052216530663011
2026-06-24 04:45:39,2026-06-24 04:49:31,Adresse IP,73.232.118.185,100,232,Vrai,2026-06-24 04:49:31,R_3aUN4qhgi4eMITI,,,,,29.9762,-95.6401,anonymous,EN,None,No,,No,,,,1,1,1,1,1,1,1,1,1,1,4,349462673936,4,1,8,2,,0,0.05,2026-06-24T10:45:36.263Z,0.06829511026150066,luci2026,0,2,2026-06-24T08:24:39.567Z,2026-06-24T08:33:58.562Z,2026-06-24T02:43:56.540Z,0.07417084167951361
2026-06-24 04:46:34,2026-06-24 04:53:19,Adresse IP,207.22.54.4,100,404,Vrai,2026-06-24 04:53:19,R_6IXCN2wyfztbKWb,,,,,29.1908,-96.2754,anonymous,EN,Nothing.,No,,No,,,No,1,1,1,1,1,1,3,2,2,2,4,389482323236,0,1,102,23,,0,,2026-06-24T10:46:31.674Z,2.2581092358652435,luci2026,0,0,,,2026-06-24T03:26:49.206Z,2.3076252332032654
2026-06-24 04:45:12,2026-06-24 05:00:53,Adresse IP,68.45.230.229,100,941,Vrai,2026-06-24 05:00:54,R_1xEoUgaKblCGX13,,,,,39.1215,-86.5784,anonymous,EN,"Weird.  I don't know how old I was but I was with a couple and their 3 kids and we were supposed to be doing some worksheets. The husband somehow spilled the sauce over the living room and dining room
 He got sauce on the walls, carpet,  dapes, furniture,  and also broke a few dozen dishes in the process. When I went to help clean it up,  the wife accused me of wanting her husband.  Then my husband called and told me to come home.  In the dream, I know I was not old enough to be married.  I was more like the children's ages- 9, 10.  It left me felling weird  and out of sorts when I woke up.",No,,No,,,I did hear a train sound that upon waking was my phone.,1,2,5,3,1,1,3,4,1,1,1,299342693996,6,1,76,12,0.4,1,1,2026-06-24T10:45:06.919Z,0.6053002528870793,luci2026,1,5,2026-06-24T07:33:55.225Z,2026-06-24T09:09:51.200Z,2026-06-24T02:31:55.193Z,0.4392673007905475
2026-06-24 05:01:51,2026-06-24 05:04:29,Adresse IP,99.97.215.224,100,158,Vrai,2026-06-24 05:04:30,R_5q8huGU2vzmxsjL,,,,,32.7226,-97.0785,anonymous,EN,Dinosaurs and having to run from something,No,,No,,,No,1,2,1,1,1,1,1,1,1,1,1,869822633666,4,1,17,4,0.06,1,1,2026-06-24T11:01:49.241Z,0.20279064921196827,luci2026,0,3,2026-06-24T10:22:20.742Z,2026-06-24T10:55:44.720Z,2026-06-24T04:27:03.707Z,0.18272082743313503
2026-06-24 05:00:12,2026-06-24 05:09:45,Adresse IP,173.76.131.109,100,572,Vrai,2026-06-24 05:09:45,R_5jfywgIDbIh37Jv,,,,,42.4378,-71.2239,anonymous,EN,I felt like my sleep was lighter than normal. I remember being in someone’s room (potentially mine) and laying down and being told to watch these flashing lights for my sleep. The guy leading this study was a young (like early 20s) cute dude. He gave me a back massage and then I don’t remember what happened next but the dream changed to another dream.,No,,No,,,"I woke up a few times because of the beeping because they were played close together ",0,2,0,2,0,0,3,5,0,0,1,689222633176,1,1,6,19,,0,0,2026-06-24T11:00:08.413Z,2.697344984895237,luci2026,0,1,2026-06-24T08:22:06.973Z,2026-06-24T08:22:06.973Z,2026-06-24T03:23:08.303Z,1.8171712605200439
2026-06-24 05:07:19,2026-06-24 05:12:49,Adresse IP,23.87.146.78,100,329,Vrai,2026-06-24 05:12:49,R_3DBxnFR7vhtxABz,,,,,42.9253,-89.2125,anonymous,EN,I remember staying in a hotel. I remember walking my dog in a parking lot.,No,,No,,,I remember a dreamlike state while first falling asleep,0,0,0,0,0,0,3,4,1,1,1,609382353906,5,1,18,9,0.02,1,0.02,2026-06-24T11:07:16.223Z,0.5860265898559838,luci2026,0,3,2026-06-24T08:30:53.301Z,2026-06-24T08:46:16.330Z,2026-06-24T03:08:28.218Z,0.5508283991639984
2026-06-24 05:38:20,2026-06-24 05:53:33,Adresse IP,172.220.50.225,100,913,Vrai,2026-06-24 05:53:34,R_6iEHDpZ9GQFJBNh,,,,,44.0015,-92.4836,anonymous,EN,"The previous evening I was called out for my job and only got 4 hours of sleep, with no nap, so I was extremely tired. I tried to get to sleep using a dream starter to see see where my mind would take me and if I could lucid dream. I did the practice, but once I fell asleep, I don't remember any of my dreams. I felt like there were periods where I was more lucid and wondered if my phone was working because I didn't hear the tone, and when I did hear the tone, I reacted like it was an alarm and tried to get it to stop, so I'll have to keep practicing with it. ",No,,No,,,,1,1,1,1,1,1,4,4,3,3,4,559112503106,1,1,84,12,0.08,1,0.08,2026-06-24T11:38:17.756Z,0.9033825202648869,luci2026,1,5,2026-06-24T06:53:14.986Z,2026-06-24T08:01:47.991Z,2026-06-24T02:21:30.977Z,0.9453576051911354
2026-06-24 05:52:17,2026-06-24 05:56:15,Adresse IP,172.58.148.72,100,237,Vrai,2026-06-24 05:56:15,R_1DOXny2LHyKaIJu,,,,,36.2195,-86.774,anonymous,EN,"Don't recall dreaming. ",No,,No,,,no,0,0,0,0,0,0,0,0,2,2,2,389132113316,2,2,4,1,,0,0,2026-06-24T11:52:11.546Z,0.2975388440006229,luci2026,0,1,2026-06-24T10:26:34.963Z,2026-06-24T10:26:34.963Z,2026-06-24T06:23:17.943Z,0.13038086809157473
2026-06-24 05:56:53,2026-06-24 06:03:09,Adresse IP,69.27.69.213,100,375,Vrai,2026-06-24 06:03:09,R_6jtBhutnAiEJoVb,,,,,36.9009,-82.0801,anonymous,EN,"Numb tingling, kept eakinh me",No,,Yes,Wole me jup,,Tried to induce dream. Make pics. Snorkel,5,5,2,5,1,3,0,4,4,4,4,139662433656,2,1,118,7,0.4,1,1,2026-06-24T11:56:50.877Z,0.15537752768619964,luci2026,1,5,2026-06-24T07:58:59.045Z,2026-06-24T08:53:44.039Z,2026-06-24T03:11:29.020Z,0.13271293981524548
2026-06-24 05:53:48,2026-06-24 06:07:55,Adresse IP,108.49.97.182,100,846,Vrai,2026-06-24 06:07:55,R_1EEQCWHLh6eQvO1,,,,,42.2832,-71.4296,anonymous,EN,"I remember thinking about my wife right before waking up.. I may have been awake at that point but I did not move or open my eyes.  She is in Iceland this week with two of our three children. ",No,,No,,,"Nothing, I do not feel refreshed this morning, I did go to bed late last night, 2:30 Am.   Which isn't abnormal.. Let me know if I should actively try to go to bed earlier",0,0,0,0,2,0,5,1,5,5,5,869982223106,1,1,21,3,0.4,1,1,2026-06-24T11:53:46.555Z,0.2974244546008336,luci2026,1,5,2026-06-24T11:10:06.666Z,2026-06-24T11:28:38.657Z,2026-06-24T06:41:32.619Z,0.26096372144743774
2026-06-24 06:08:40,2026-06-24 06:12:48,Adresse IP,67.222.245.173,100,247,Vrai,2026-06-24 06:12:48,R_3TgN4YzSZZfFsfT,,,,,33.9739,-81.2345,anonymous,EN,Only bits and pieces. Normal life scenarios. Feelings of calm.,No,,No,,,No,1,0,0,0,0,0,0,0,1,1,0,719202523406,6,1,6,3,,0,,2026-06-24T12:08:38.772Z,2.750924547136094,luci2026,0,1,2026-06-24T12:06:53.295Z,2026-06-24T12:06:53.295Z,2026-06-24T07:37:59.272Z,0.921718938329927
2026-06-24 06:30:41,2026-06-24 06:33:50,Adresse IP,18.29.87.175,100,189,Vrai,2026-06-24 06:33:51,R_7L8dm7etbkILCm6,,,,,42.3649,-71.0987,anonymous,EN,I remember some events and corresponding feelings in a specific order,No,,No,,,,0,0,0,0,0,0,0,0,0,0,2,299132393916,4,2,0,0,,0,,2026-06-24T12:30:41.691Z,,luci2026,0,0,,,2026-06-24T05:04:25.509Z,4.526733874210282
2026-06-24 06:33:13,2026-06-24 06:37:40,Adresse IP,18.29.46.154,100,266,Vrai,2026-06-24 06:37:40,R_39nejM9Ue5SajPW,,,,,42.3649,-71.0987,anonymous,EN,"I didnt experience any sensations or feelings, but I did have a long sequence of events for a dream. I also had internal thoughts related to the dream, but they were not lucid.",No,,No,,,"I didn’t have any thoughts outside of my dream, and I didn’t feel or experience anything lucid.",1,1,1,1,1,1,1,4,1,1,3,719602313796,3,2,0,0,,0,,2026-06-24T12:33:11.291Z,,luci2026,0,0,,,2026-06-24T08:17:24.590Z,1.9150898489797992
2026-06-24 05:20:24,2026-06-24 06:39:00,Adresse IP,136.47.166.201,100,4715,Vrai,2026-06-24 06:39:00,R_7N3QuC2AdvPNBca,,,,,35.9806,-78.8426,anonymous,EN,"I don't recall having any dreams last night. I actually didn't sleep well, but I've been going through a bout of insomnia lately. ",No,,Yes,I didn't have a dream last night but I do recall in a sleeping haze hearing beeping.,,No,3,4,4,4,0,5,3,3,1,2,1,119252313396,5,1,51,8,0.35,3,1,2026-06-24T10:42:15.300Z,0.41362960178926206,luci2026,1,5,2026-06-24T05:59:57.657Z,2026-06-24T07:39:26.657Z,2026-06-24T01:53:36.636Z,0.44782561266476306
2026-06-24 06:40:16,2026-06-24 06:48:01,Adresse IP,68.231.144.212,100,464,Vrai,2026-06-24 06:48:01,R_7ciNCuGgZ3QRC9L,,,,,33.5594,-112.0902,anonymous,EN,I felt cautious. My grandfather was in it who passed away over 6 years ago,No,,No,,,"I was glad to see my grandpa ",1,1,1,1,1,1,2,4,1,1,3,769362533216,7,1,21,3,0.95,1,1,2026-06-24T12:40:14.305Z,0.5774596472947199,luci2026,0,4,2026-06-24T10:27:15.194Z,2026-06-24T11:08:44.196Z,2026-06-24T06:00:53.178Z,0.4360239437028962
2026-06-24 06:42:38,2026-06-24 06:48:31,Adresse IP,97.219.8.245,100,353,Vrai,2026-06-24 06:48:32,R_59FWSsOL4xDmp0d,,,,,33.7043,-84.3742,anonymous,EN,"I remember pretty much everything I dreamed about. Every person, touch, and emotions ",Yes,"At one point I remember hearing my alarm go off and when I heard it in my dream, I told myself that it was time to wake up, so I did",Yes,"They always appear to be a noise in the faint distance ","The result of a cue, which is my alarm going off ",Pretty much everything,5,5,5,5,5,5,5,5,5,5,5,939692833756,3,1,0,0,,0,,2026-06-24T12:42:36.082Z,,luci2026,0,0,,,2026-06-24T12:16:02.041Z,5.861418640988929
2026-06-24 04:52:38,2026-06-24 07:06:52,Adresse IP,76.34.217.228,100,8054,Vrai,2026-06-24 07:06:53,R_6G717DtxeKSoeVI,,,,,42.1297,-80.0624,anonymous,EN,Nothing,No,,No,,,No,0,0,0,0,0,0,0,1,1,1,1,469412693116,3,1,46,11,0.02,3,0.45,2026-06-24T10:53:03.929Z,0.18829361721893328,luci2026,1,5,2026-06-24T08:39:54.603Z,2026-06-24T09:33:24.609Z,2026-06-24T03:39:04.587Z,0.10654419325720037
2026-06-24 07:02:48,2026-06-24 07:12:28,Adresse IP,174.198.131.44,100,580,Vrai,2026-06-24 07:12:28,R_3nwmX4FWT7Qb9HX,,,,,39.7491,-104.9945,anonymous,EN,"Very little. I didn't sleep very well and barely remember anything. ",Yes,"They're was a point in one of my dreams where I was late for work. But i knew it wasn't real. ",Yes,I heard the ring noise from my phone as my alarm to wake up,"It was spontaneous. I was just aware that I was dreaming and it wasn't real.  ",I didn't sleep well. I got a bug bite and was tossing and turning all night so I don't remember much.,3,3,3,3,2,2,1,4,4,3,4,989422303806,5,1,75,4,0.45,4,1,2026-06-24T13:02:43.142Z,0.16246402709279817,luci2026,1,5,2026-06-24T10:03:09.506Z,2026-06-24T10:36:28.506Z,2026-06-24T03:54:41.481Z,0.30248972643696037
2026-06-24 07:35:15,2026-06-24 07:37:31,Adresse IP,208.64.173.108,100,135,Vrai,2026-06-24 07:37:32,R_7EyxshsFmWHpfjj,,,,,39.5992,-86.13,anonymous,EN,"I remember talking to people, but I don't remember what the conversation was about except for a few sentences about a specific person.",No,,No,,,,0,0,0,2,0,3,5,2,0,0,2,539362833586,0,1,103,14,,0,,2026-06-24T13:35:13.775Z,0.11975473121171168,luci2026,0,0,,,2026-06-24T04:12:02.565Z,0.10605941609307984
2026-06-24 07:15:13,2026-06-24 08:29:36,Adresse IP,192.54.222.144,100,4462,Vrai,2026-06-24 08:29:36,R_3GcQjt7fVvpa93R,,,,,42.3649,-71.0987,anonymous,EN,No,No,,No,,,No,1,0,0,1,0,0,0,0,2,2,1,669392133326,5,2,29,10,0.09,3,0.55,2026-06-24T13:15:08.875Z,1.7235555546966066,luci2026,0,4,2026-06-24T11:19:31.764Z,2026-06-24T13:14:15.047Z,2026-06-24T06:32:42.490Z,1.652771940826799
2026-06-24 09:25:07,2026-06-24 09:27:27,Adresse IP,73.92.244.101,100,139,Vrai,2026-06-24 09:27:27,R_1KZStQXkzpoyjpk,,,,,37.3512,-121.8846,anonymous,EN,"I had more vivid dreams, I was at no point lucid but as soon as the dream ended I was aware of it",No,,No,,,No,2,2,2,2,1,2,1,3,3,3,3,729422983146,6,1,86,9,,0,1,2026-06-24T14:20:41.995Z,0.8542594499270059,luci2026,1,5,2026-06-24T10:30:04.639Z,2026-06-24T11:36:21.639Z,2026-06-24T06:26:33.601Z,0.9231751327505653
2026-06-24 11:29:44,2026-06-24 11:41:33,Adresse IP,76.34.217.228,100,709,Vrai,2026-06-24 11:41:33,R_6DZJeeGTSBhCCow,,,,,42.1297,-80.0624,anonymous,EN,Mostly random thoughts,No,,No,,,,0,0,0,0,0,0,0,1,2,2,4,469412693116,5,2,0,0,0.02,0,,2026-06-24T17:30:08.621Z,,luci2026,0,0,,,2026-06-24T16:01:54.258Z,0.5873472843328481
2026-06-24 14:14:47,2026-06-24 14:17:26,Adresse IP,172.56.186.0,100,158,Vrai,2026-06-24 14:17:26,R_7ozRfITihiTlKGA,,,,,34.2271,-118.4501,anonymous,EN,"I remember realizing it was a dream but don't remember details ",Yes,I just knew somehow,No,,"It just sorta happened ",,3,1,2,3,0,3,0,3,0,0,1,489412463416,1,2,29,5,0.6,2,0.95,2026-06-24T20:14:44.079Z,0.06367662507900561,luci2026,1,5,2026-06-24T18:30:12.381Z,2026-06-24T19:57:27.381Z,2026-06-24T14:00:45.353Z,0.042205659618575586
2026-06-24 17:21:10,2026-06-24 17:25:48,Adresse IP,103.252.202.14,100,277,Vrai,2026-06-24 17:25:48,R_43c7yNbqX1SOiEF,,,,,1.327,103.8972,anonymous,EN,"I was really high up in the air and about to skydive, i could choose a ton of things to fall woth and i remember the person i was with. Getting to this height was also optional by me",No,,No,,,,2,3,5,5,0,0,2,4,3,3,2,809312773786,0,3,70,12,0.09,0,,2026-06-24T23:21:00.710Z,1.7641692561685807,luci2026,0,0,,,2026-06-24T16:10:55.073Z,1.688863820774085
2026-06-24 23:59:38,2026-06-25 00:03:22,Adresse IP,172.59.204.109,100,223,Vrai,2026-06-25 00:03:22,R_3E8hK3yg0A33vPz,,,,,33.4384,-111.803,anonymous,EN,nothing,No,,No,,,not deep sleep. Instead it was very light,1,1,1,1,1,1,1,2,1,1,1,539622963906,0,1,0,0,,0,,2026-06-24T14:25:23.225Z,,luci2026,0,0,,,2026-06-24T11:28:14.118Z,0.9128165089387809
2026-06-25 00:31:13,2026-06-25 00:38:29,Adresse IP,68.189.171.194,100,436,Vrai,2026-06-25 00:38:30,R_77xN0qvhXfhgi2s,,,,,35.4351,-83.3602,anonymous,EN,Yes,Yes,"2am floating ",Yes,Trees and sunlight,"Spontaneous ","Floating ",4,3,4,3,3,3,3,2,2,2,1,579562183996,2,2,16,6,,0,0,2026-06-25T06:31:11.291Z,0.6600135029371225,luci2026,0,4,2026-06-25T06:01:49.659Z,2026-06-25T06:22:14.645Z,2026-06-25T00:38:12.529Z,0.5849371467442512
2026-06-25 02:14:16,2026-06-25 02:19:13,Adresse IP,173.187.15.41,100,296,Vrai,2026-06-25 02:19:13,R_5at63i3Rb2YB8zP,,,,,29.8378,-82.6129,anonymous,EN,Nothing,No,,No,,,No,0,0,0,0,0,0,0,0,0,0,0,269592263106,6,2,0,0,0.02,0,,2026-06-25T08:14:13.142Z,,luci2026,0,0,,,2026-06-25T01:21:02.935Z,1.5652784877320811
2026-06-25 02:44:28,2026-06-25 02:54:56,Adresse IP,163.252.81.133,100,628,Vrai,2026-06-25 02:54:56,R_5BwIBQCTnsY8MDv,,,,,44.3876,-68.2039,anonymous,EN,Late bedtime last night. I was tired from a long busy day.,No,,No,,,Not really.  I think sleep came quickly.,0,0,0,0,0,0,1,0,0,1,2,999252563296,6,2,0,0,,0,,2026-06-25T08:44:25.870Z,,luci2026,0,0,,,2026-06-25T03:07:38.449Z,0.0922798814790843
2026-06-25 03:47:02,2026-06-25 03:58:35,Adresse IP,98.11.236.85,100,692,Vrai,2026-06-25 03:58:35,R_1lwY7hBnBDR5Bkt,,,,,42.5959,-73.6849,anonymous,EN,"Peaceful ",Yes,"Experiencing activity elsewhere ",No,,"Unsure ",No,3,3,3,3,1,3,1,1,0,0,0,379172703886,3,2,97,2,0.04,2,1,2026-06-25T09:46:58.822Z,0.4405431714364933,luci2026,1,5,2026-06-25T07:42:54.112Z,2026-06-25T09:34:04.119Z,2026-06-25T01:29:06.963Z,1.1500915217140155
2026-06-25 04:00:22,2026-06-25 04:04:29,Adresse IP,72.50.6.159,100,246,Vrai,2026-06-25 04:04:30,R_7OxTvJ3lclk17GN,,,,,18.4723,-66.1052,anonymous,EN,Nothimg,No,,No,,,No.,0,0,0,0,0,0,1,0,0,0,0,559152833836,0,2,106,15,0.8,0,,2026-06-25T10:00:18.912Z,0.47956559996767895,luci2026,0,0,,,2026-06-25T02:26:15.242Z,0.5042880996244644
2026-06-25 04:06:26,2026-06-25 04:10:07,Adresse IP,68.45.230.229,100,221,Vrai,2026-06-25 04:10:08,R_3IN40VVRCHGXLQB,,,,,39.1215,-86.5784,anonymous,EN,"Nothing really, just being woken up once by my own prompt "" I am dreaming"" .",No,,No,,,No,0,0,0,0,0,0,2,2,0,0,0,299342693996,4,2,80,8,0.01,4,0.55,2026-06-25T10:06:23.303Z,0.4294555902466112,luci2026,1,5,2026-06-25T06:50:11.234Z,2026-06-25T07:59:24.243Z,2026-06-25T02:48:10.217Z,0.560786294177929
2026-06-25 04:17:50,2026-06-25 04:22:27,Adresse IP,107.15.174.92,100,276,Vrai,2026-06-25 04:22:27,R_50qmqXPSfS5HM28,,,,,35.0597,-79.0058,anonymous,EN,"Nothing ",No,,No,,,No,0,0,0,0,0,0,1,0,1,0,0,299542783686,7,3,0,0,1,0,,2026-06-25T10:17:47.892Z,,luci2026,0,0,,,2026-06-25T04:21:29.447Z,0.8969446220343352
2026-06-25 04:30:30,2026-06-25 04:41:41,Adresse IP,107.122.93.144,100,670,Vrai,2026-06-25 04:41:41,R_7qwPzwsZrsoszic,,,,,41.8483,-87.6517,anonymous,EN,"Trying to organize a  luncheon for work  and not getting any cooperation from others ",No,,No,,,"Looking for a bathroom ",1,1,1,1,1,1,3,1,1,1,1,989992953266,5,1,29,14,0.7,2,1,2026-06-25T10:30:23.474Z,0.1775115647515775,luci2026,1,5,2026-06-25T07:57:17.834Z,2026-06-25T08:33:22.824Z,2026-06-25T03:22:20.793Z,0.18051751361393514
2026-06-25 04:30:57,2026-06-25 04:56:03,Adresse IP,23.87.146.78,100,1506,Vrai,2026-06-25 04:56:03,R_6207wcJlidudhtq,,,,,42.9253,-89.2125,anonymous,EN,Nothing,No,,No,,,No,0,0,0,0,0,0,0,0,3,3,3,609382353906,7,2,5,1,0.75,1,0.75,2026-06-25T10:30:53.288Z,0.2697592878075045,luci2026,0,1,2026-06-25T10:20:34.112Z,2026-06-25T10:20:34.112Z,2026-06-25T04:02:45.015Z,0.27706321975380094
2026-06-25 04:50:28,2026-06-25 04:57:06,Adresse IP,69.27.69.213,100,398,Vrai,2026-06-25 04:57:06,R_6OIsE9U9ewkaXv7,,,,,36.9009,-82.0801,anonymous,EN,Cleaning.  Helojgvold nan race clearing out iffif3 withvrorren food er with 2vguys  willing to work elsewkere,Yes,Just knew.  Durected,No,,Just was,,4,4,1,4,1,4,3,4,4,4,4,139662433656,1,2,19,2,0.4,0,1,2026-06-25T10:50:25.564Z,0.1805526192083692,luci2026,0,3,2026-06-25T06:36:09.960Z,2026-06-25T06:43:03.950Z,2026-06-25T02:30:10.940Z,0.20292231194621832
2026-06-25 04:48:38,2026-06-25 05:06:00,Adresse IP,73.4.58.18,100,1042,Vrai,2026-06-25 05:06:00,R_7C293hrkZGrtndY,,,,,42.3649,-71.0987,anonymous,EN,"I was visiting my friend will. He had some interesting pets. One was a gorilla. I was worried that it would get angry and attack me. It looks cute otherwise though. The other was too baby penguins that were shivering because we fed them ice cream. Then I remember going to a convenience store because I wanted coffee and they were done making coffee and I spoke to them in Spanish about why the coffee wasn't able to be made anymore. I also remember something about a British coworker. He and I usually don't get along. And this time, He saw me swimming in the pool and said that I looked chipper and was wondering what I've been up to. I told him I've been doing a lot of Fitness and I noticed him feeling skeptical about me and thinking that I don't do any work. I Was also helping either coworkers or my estranged sister to fix some wardrobe. Malfunctions they were having during the work day. Then I also remember talking to my neighbor Pat. Heroes telling me about some Job fair or conference at his company. But it was today and I had to work Cover bei continuier listening to him because he's bigger than me and tough. I was asking him where he goes during the winter because he goes to the cape during the summer and he wasn't really telling me much of anything. ",No,,No,,,"I also was awake for a while.  This was probably because I'm still getting used to sleeping without ear plugs in my ears and it was hot so I had the fan on. I woke with an erection a few times but don't remember any sexual dreams ",0,0,0,0,0,0,3,4,2,2,3,909232733626,3,2,51,13,,5,0.08,2026-06-25T10:48:34.859Z,0.2809926525721814,luci2026,1,5,2026-06-25T07:36:39.205Z,2026-06-25T08:35:54.348Z,2026-06-25T02:30:22.172Z,0.2309255281028185
2026-06-25 05:56:47,2026-06-25 06:02:19,Adresse IP,18.29.113.24,100,332,Vrai,2026-06-25 06:02:20,R_6r99CsdASUa0nTQ,,,,,42.3649,-71.0987,anonymous,EN,"I know I dreamed, but I don’t remember the events.",No,,No,,,No.,1,1,1,1,1,1,2,1,3,3,3,719602313796,0,3,0,0,,0,,2026-06-25T11:56:43.767Z,,luci2026,0,0,,,2026-06-25T06:08:32.623Z,7.345176694846515
